1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
allurement,nc,hope,nc,,,profession*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weighed,nc,,,,,,,,,,,,,,,,,,,,,walk,nc,,,safest,nc,,,,,,,inadequa*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,officehold*,nc,,
all-weather,nc,hoped,nc,,,progressive,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weirded,nc,,,,,,,,,,,,,,,,,,,,,walked,nc,,,safety,nc,,,,,,,incompeten*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,officer*,nc,,
all–weather,nc,hopeful,nc,,,proliferation,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,went,nc,,,,,,,,,,,,,,,,,,,,,walking,nc,,,satisf*,nc,,,,,,,indecis*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,official*,nc,,
alma–mater,nc,hopefully,nc,,,promotion,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wept,nc,,,,,,,,,,,,,,,,,,,,,walks,nc,,,save,nc,,,,,,,ineffect*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oppose*,nc,,
alteration,nc,hopes,nc,,,proportion,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,were,nc,,,,,,,,,,,,,,,,,,,,,wave,nc,,,scrumptious*,nc,,,,,,,inferior,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oppositi*,nc,,
alterations,nc,hoping,nc,,,prosperity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weren't,nc,,,,,,,,,,,,,,,,,,,,,went,nc,,,secur*,nc,,,,,,,inferiority,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,order,nc,,
alternating,nc,how,nc,,,protection,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,werent,nc,,,,,,,,,,,,,,,,,,,,,wobble,nc,,,sentimental*,nc,,,,,,,inhibit*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orders,nc,,
alternative,nc,how'd,nc,,,provision*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weve,nc,,,,,,,,,,,,,,,,,,,,,wobbled,nc,,,sexy,nc,,,,,,,insecur*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outcast,nc,,
alternatively,nc,how're,nc,,,publicity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,what'd,nc,,,,,,,,,,,,,,,,,,,,,wobbles,nc,,,share,nc,,,,,,,insincer*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outrank*,nc,,
alternatives,nc,how's,nc,,,purity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whatd,nc,,,,,,,,,,,,,,,,,,,,,wobbling,nc,,,shared,nc,,,,,,,insult*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,over,nc,,
altogether,nc,howd,nc,,,purposely,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,where'd,nc,,,,,,,,,,,,,,,,,,,,,wobbly,nc,,,shares,nc,,,,,,,interrup*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,overpower*,nc,,
altruistic,nc,however,nc,,,quality,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wished,nc,,,,,,,,,,,,,,,,,,,,,zoom,nc,,,sharing,nc,,,,,,,intimidat*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,overrul*,nc,,
amalgamate,nc,howre,nc,,,quantity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wobbled,nc,,,,,,,,,,,,,,,,,,,,,,,,,Shreshtha,nc,,,,,,,irrational*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,owner*,nc,,
amalgamated,nc,hows,nc,,,question,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,woke,nc,,,,,,,,,,,,,,,,,,,,,,,,,sillier,nc,,,,,,,irrita*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pariah*,nc,,
amalgamation,nc,hypothes*,nc,,,reaction,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,woken,nc,,,,,,,,,,,,,,,,,,,,,,,,,silliest,nc,,,,,,,isolat*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parliament*,nc,,
ambagadhchouki,nc,hypothetic*,nc,,,realisation,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,won,nc,,,,,,,,,,,,,,,,,,,,,,,,,silly,nc,,,,,,,jaded,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passiv*,nc,,
ambala–jalandhar,nc,idea,nc,,,reality,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wondered,nc,,,,,,,,,,,,,,,,,,,,,,,,,sincer*,nc,,,,,,,jealous,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pathetic,nc,,
ambassador,nc,ideal*,nc,,,realization,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wore,nc,,,,,,,,,,,,,,,,,,,,,,,,,smart,nc,,,,,,,jealousies,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pathetically,nc,,
ambassadorial,nc,ideas,nc,,,recognition,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worked,nc,,,,,,,,,,,,,,,,,,,,,,,,,smarter,nc,,,,,,,jealously,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,patriarch*,nc,,
ambassadors,nc,identif*,nc,,,reconciliation,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worn,nc,,,,,,,,,,,,,,,,,,,,,,,,,smartest,nc,,,,,,,jealousy,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peasant*,nc,,
ambedkar’s,nc,if,nc,,,reconstruction,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,worsen,nc,,,,,,,,,,,,,,,,,,,,,,,,,smartly,nc,,,,,,,jerk,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peon*,nc,,
ambedkarji,nc,ignit*,nc,,,reduction,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,would've,nc,,,,,,,,,,,,,,,,,,,,,,,,,smil*,nc,,,,,,,jerked,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permiss*,nc,,
ameliorate,nc,imagin*,nc,,,reflection,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wouldve,nc,,,,,,,,,,,,,,,,,,,,,,,,,sociability,nc,,,,,,,jerks,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permit*,nc,,
ameliorated,nc,implica*,nc,,,regulation*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,written,nc,,,,,,,,,,,,,,,,,,,,,,,,,sociable,nc,,,,,,,kill*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,persua*,nc,,
ameliorating,nc,implicit*,nc,,,rehabilitation,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wrote,nc,,,,,,,,,,,,,,,,,,,,,,,,,soulmate*,nc,,,,,,,lame,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phd*,nc,,
amelioration,nc,implie*,nc,,,relation*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yelled,nc,,,,,,,,,,,,,,,,,,,,,,,,,special,nc,,,,,,,lamely,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot*,nc,,
ameliorative,nc,imply*,nc,,,relatively,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yester*,nc,,,,,,,,,,,,,,,,,,,,,,,,,splendid,nc,,,,,,,lameness,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitiable,nc,,
amendments,nc,impossible,nc,,,religion,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you've,nc,,,,,,,,,,,,,,,,,,,,,,,,,splendidly,nc,,,,,,,lamer,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitied,nc,,
amirthalingam,nc,inadequa*,nc,,,remunerative,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,youve,nc,,,,,,,,,,,,,,,,,,,,,,,,,splendor,nc,,,,,,,lamest,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pities,nc,,
ammunition,nc,incomplet*,nc,,,representation,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strength*,nc,,,,,,,lazier,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitiful,nc,,
ammunitions,nc,indecis*,nc,,,representative*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strong,nc,,,,,,,laziest,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitifully,nc,,
amplifications,nc,indeed,nc,,,reputation,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stronger,nc,,,,,,,lazy,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pity*,nc,,
amritsar–jalandhar,nc,indefinit*,nc,,,requirement,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strongest,nc,,,,,,,liabilit*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plead*,nc,,
amritsar–pathankot,nc,independ*,nc,,,reservation*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strongly,nc,,,,,,,liar*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pledge,nc,,
anachronism,nc,indirect*,nc,,,resolutely,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeed*,nc,,,,,,,lied,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polic*,nc,,
anachronisms,nc,induc*,nc,,,resolution,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,nc,,,,,,,lies,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politic*,nc,,
anachronistic,nc,inequal*,nc,,,respected,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,successes,nc,,,,,,,lone,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poor,nc,,
anaesthesia,nc,inevitab*,nc,,,respective,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,successful,nc,,,,,,,lonelier,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poorer,nc,,
analytical,nc,infallib*,nc,,,responsibilit*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,successfully,nc,,,,,,,loneliest,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poorest,nc,,
ananthamurthy,nc,infer,nc,,,responsive,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunnier,nc,,,,,,,lonely,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poorhouse*,nc,,
ananthasayanam,nc,inferen*,nc,,,revolution,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunniest,nc,,,,,,,loner*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poorly,nc,,
anarchical,nc,inferr*,nc,,,sanctity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunny,nc,,,,,,,longing*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poorness*,nc,,
ancillaries,nc,infers,nc,,,sanitation,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sunshin*,nc,,,,,,,lose,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poverty*,nc,,
ancillarisation,nc,influenc*,nc,,,satisfaction*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,super,nc,,,,,,,loser*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power,nc,,
and-a-half,nc,info,nc,,,satisfactorily,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,superb*,nc,,,,,,,loses,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powerful,nc,,
andhurabridge,nc,inform,nc,,,scarcity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,superior,nc,,,,,,,losing,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powerfully,nc,,
andsisters,nc,information,nc,,,scheduled,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suppor*,nc,,,,,,,loss*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powerless*,nc,,
anekantavada,nc,informative*,nc,,,section,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suprem*,nc,,,,,,,lost,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powers,nc,,
anganwadis,nc,informed,nc,,,secularism,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sure*,nc,,,,,,,lous*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,predator*,nc,,
anglo–american,nc,informing,nc,,,security,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surprise,nc,,,,,,,loveless,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presiden*,nc,,
anglo–french,nc,informs,nc,,,self-employment,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surprised*,nc,,,,,,,low,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prestig*,nc,,
anglo-indian,nc,initiat*,nc,,,sensitive,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surprising*,nc,,,,,,,lower,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prey,nc,,
anglo–indian,nc,inquir*,nc,,,sensitivity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweet,nc,,,,,,,lowered,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,priest*,nc,,
anglo–indians,nc,insight*,nc,,,settlement*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeter,nc,,,,,,,lowering,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,principal,nc,,
anglo–saxon,nc,instead,nc,,,simplicity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweetest,nc,,,,,,,lowers,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prison*,nc,,
animosities,nc,intend*,nc,,,sincerely,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweetheart*,nc,,,,,,,lowest,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privileg*,nc,,
ankle-bells,nc,intent*,nc,,,sincerity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweetie*,nc,,,,,,,lowli*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,probation*,nc,,
ankleshwar,nc,interpret*,nc,,,situation*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweetly,nc,,,,,,,lowly,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prof,nc,,
annapoorna,nc,invariab*,nc,,,socialism,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweetness*,nc,,,,,,,luckless*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,professor*,nc,,
annexation,nc,irrefu*,nc,,,solidarity,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweets,nc,,,,,,,ludicrous*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profs,nc,,
annihilate,nc,isn't,nc,,,solution*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,talent*,nc,,,,,,,lying,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prominen*,nc,,
annihilated,nc,isnt,nc,,,spirituality,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teehe*,nc,,,,,,,mad,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,punish*,nc,,
annihilating,nc,jus,nc,,,stability,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tender,nc,,,,,,,maddening*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,puny,nc,,
annihilation,nc,justif*,nc,,,statement,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tenderly,nc,,,,,,,madder,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pushy,nc,,
anniversaries,nc,kind_of,nc,,,station,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrific,nc,,,,,,,maddest,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queen,nc,,
anniversary,nc,kinda,nc,,,suggestion*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terrifically,nc,,,,,,,maniac*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queen's,nc,,
announcement,nc,kindof,nc,,,superiority,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thank,nc,,,,,,,masochis*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,queens,nc,,
announcements,nc,kinds,nc,,,superstition,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thanked,nc,,,,,,,meaner,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rabbi,nc,,
announcing,nc,knew,nc,,,supportive,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thankful,nc,,,,,,,meanest,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rabbinal,nc,,
anonymously,nc,know,nc,,,surely,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thankfully,nc,,,,,,,melanchol*,nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rank,nc,,
